results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2,seconds.1,arousal.1,valence.1,cheerful.1,happy.1,angry.1,nervous.1,sad.1,boredom.1,confusion.1,delight.1,concentration.1,frustration.1,surprise.1,none_1.1,confrustion.1,contempt.1,dejection.1,disgust.1,eureka.1,pride.1,sorrow.1,none_2.1
0.74295121,,0.91283858,143.400s,143.400s,a,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.375,144s,143.400s,petition,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.68586433,144.500s,144s,they've,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.71097887,145s,144.500s,protests,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.91283858,145.100s,145s,on,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.63981062,145.200s,145.100s,the,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.36152509,145.700s,145.200s,streets,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.69749779,146.300s,146.100s,many,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.48351228,146.500s,146.300s,people,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.91283858,146.600s,146.500s,are,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.72523671,147.200s,146.600s,displeased,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.67302716,147.400s,147.200s,with,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.91283858,147.600s,147.400s,that,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.5943284,147.900s,147.600s,decision,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.91283858,148s,147.900s,to,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.69747525,148.100s,148s,let,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.58966607,148.400s,148.100s,him,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.68180931,149.100s,148.800s,meet,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.91283858,149.200s,149.100s,Lee,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74295121,,0.69420218,149.500s,149.200s,goes,2,en-us,149.678642s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897, hundred 500 people and also Korea is a very young nation and as you know that we were put into the industrial revolution very quickly so I think culturally and socially we aren't actually quite ready to be,0.35351801,150s,149.700s,hundred,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.54358971,150.500s,150s,500,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.70410186,150.900s,150.500s,people,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.52459192,152.300s,151.700s,and,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.71815455,153.700s,153.400s,also,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.79992694,154.100s,153.700s,Korea,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.76908225,154.500s,154.100s,is,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.91283858,154.500s,154.500s,a,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.35224307,154.900s,154.500s,very,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.63244742,155.100s,154.900s,young,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.57606077,155.600s,155.100s,nation,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.91283858,155.900s,155.700s,and,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.91283858,156.100s,155.900s,as,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.91283858,156.200s,156.100s,you,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.48868316,156.600s,156.200s,know,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.36497164,157.100s,156.600s,that,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.72910887,157.700s,157.500s,we,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.48868313,158.100s,157.700s,were,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.91283858,159s,158.700s,put,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.43818811,159.700s,159s,into,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.91283858,159.900s,159.900s,the,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.60179478,160.300s,159.900s,industrial,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.3686232,160.900s,160.300s,revolution,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.91283858,161.700s,161.500s,very,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.67530936,162.300s,161.700s,quickly,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.46966442,163.900s,163.200s,so,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.7018342,164.100s,163.900s,I,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.53739971,164.600s,164.100s,think,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.61613238,165.200s,164.600s,culturally,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.72468311,165.300s,165.200s,and,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.47697189,165.700s,165.300s,socially,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.7109682,166s,165.700s,we,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.91283858,166.300s,166s,aren't,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.35388947,167s,166.300s,actually,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.91283858,167.700s,167.300s,quite,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.61613238,168.300s,167.700s,ready,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.61613238,168.700s,168.500s,to,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64530897,,0.35330719,169.200s,168.700s,be,2,en-us,169.914424s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468, that doesn't feel like and it's neat like a small number of 500 people and also Korea is a very young nation and as you know that we were put into the industrial revolution very quickly so I think culturally and socially we aren't actually quite ready to be,0.91283858,147.600s,147.400s,that,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,147.900s,147.600s,doesn't,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,148s,147.900s,feel,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,148.200s,148s,like,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,148.400s,148.200s,and,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.75167298,148.700s,148.500s,it's,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,149.100s,148.700s,neat,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,149.300s,149.100s,like,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.89644581,149.400s,149.300s,a,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,149.700s,149.400s,small,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.85606939,150s,149.700s,number,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,150s,150s,of,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,150.500s,150s,500,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.76902747,150.900s,150.500s,people,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.84163308,152.300s,151.700s,and,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,153.700s,153.400s,also,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,154.100s,153.700s,Korea,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,154.500s,154.100s,is,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,154.500s,154.500s,a,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.76619494,154.900s,154.500s,very,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.88740575,155.100s,154.900s,young,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.86507416,155.600s,155.100s,nation,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,155.900s,155.700s,and,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,156.100s,155.900s,as,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,156.200s,156.100s,you,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.85606986,156.600s,156.200s,know,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.76544565,157.100s,156.600s,that,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,157.700s,157.500s,we,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.81780314,158.100s,157.700s,were,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,159s,158.700s,put,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.79861814,159.700s,159s,into,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,159.900s,159.900s,the,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.63314611,160.300s,159.900s,industrial,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.5919435,161s,160.300s,revolution,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,161.700s,161.500s,very,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.72809583,162.400s,161.700s,quickly,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.69877446,163.900s,163.200s,so,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.75373536,164.100s,164s,I,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.70185488,164.600s,164.100s,think,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.72261083,165.200s,164.600s,culturally,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.80885977,165.300s,165.200s,and,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.68914336,165.800s,165.300s,socially,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.75373536,166s,165.800s,we,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.91283858,166.300s,166s,aren't,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.65305227,167s,166.300s,actually,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.89805532,167.700s,167.300s,quite,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.72085172,168.300s,167.700s,ready,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.72261089,168.700s,168.500s,to,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82986468,,0.63299066,169.200s,168.700s,be,1,en-us,169.974561s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822, such a big police factor in the glow on the global scale for integration and I think the statistics show this so as you can actually read from the article as well most of the opposing side actually come from the younger generation of Korea even despite the more liberal despite them being the more liberal portion of the population,0.91283858,171s,170.700s,such,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,171.400s,171s,a,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,172s,171.700s,big,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,172.600s,172s,police,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,173.100s,172.600s,factor,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,173.400s,173.100s,in,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,173.600s,173.400s,the,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,173.700s,173.600s,glow,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,173.800s,173.700s,on,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,173.900s,173.800s,the,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,174.200s,173.900s,global,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,174.700s,174.200s,scale,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,175.400s,175.100s,for,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,176.100s,175.400s,integration,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,178.800s,178.200s,and,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,179s,178.900s,I,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,179.500s,179s,think,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,180s,179.900s,the,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,180.600s,180s,statistics,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,180.800s,180.600s,show,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,181.100s,180.800s,this,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,182.400s,182s,so,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,182.600s,182.400s,as,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,182.600s,182.600s,you,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,182.700s,182.600s,can,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,183.200s,182.900s,actually,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,183.400s,183.200s,read,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,183.500s,183.400s,from,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,183.600s,183.500s,the,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,183.800s,183.600s,article,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,184s,183.800s,as,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,184.400s,184s,well,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,185.200s,184.600s,most,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,185.800s,185.600s,of,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,186.200s,185.800s,the,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,187.300s,186.600s,opposing,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,187.700s,187.300s,side,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,188.100s,187.700s,actually,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,188.300s,188.100s,come,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,188.400s,188.300s,from,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,188.500s,188.400s,the,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,188.800s,188.500s,younger,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,189.500s,188.800s,generation,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,189.800s,189.600s,of,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,190.400s,189.800s,Korea,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,191s,190.600s,even,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,191.600s,191s,despite,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,192.100s,191.600s,the,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,192.400s,192.200s,more,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,193.100s,192.400s,liberal,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,193.400s,193.100s,despite,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,193.500s,193.400s,them,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,193.700s,193.500s,being,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,193.800s,193.700s,the,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283822,,0.91283858,194s,193.800s,more,1,en-us,196.193881s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
