,Unnamed: 0,reult/alternative/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p25,seconds,arousal,valence,happy,angry,nervous,sad,p26,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p25_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p26_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
223,223,0.89289218,,0.91283858,135.1,134.7,is,25,en-us,145.689617,,120.0,3.667,3.333,1.333,1.0,1.667,1.0,,120.0,3.667,4.333,2.0,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
224,224,0.89289218,,0.91283858,136.0,135.6,not,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
225,225,0.89289218,,0.91283858,136.2,136.0,the,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
226,226,0.89289218,,0.91283858,136.6,136.2,best,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
227,227,0.89289218,,0.91283858,136.9,136.6,way,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
228,228,0.89289218,,0.91283858,137.5,136.9,to,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
229,229,0.89289218,,0.91283858,138.1,137.8,be,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
230,230,0.89289218,,0.91283858,138.6,138.1,the,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
231,231,0.89289218,,0.83020341,139.5,138.9,good,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
232,232,0.89289218,,0.88367552,140.1,139.9,just,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
233,233,0.89289218,,0.91283858,140.3,140.1,for,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
234,234,0.89289218,,0.91283858,140.4,140.3,the,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
235,235,0.89289218,,0.87906891,141.0,140.4,country,25,en-us,145.689617,,125.0,3.667,3.333,1.333,1.0,1.667,1.0,,125.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
236,236,0.89289218,,0.91283858,141.4,141.3,but,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
237,237,0.89289218,,0.91283858,141.5,141.4,you,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
238,238,0.89289218,,0.91283858,141.7,141.5,have,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
239,239,0.89289218,,0.91283858,141.8,141.7,to,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
240,240,0.89289218,,0.877047,142.3,141.8,look,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
241,241,0.89289218,,0.91283858,142.7,142.5,and,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
242,242,0.89289218,,0.91283858,142.9,142.7,take,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
243,243,0.89289218,,0.90448016,143.2,142.9,care,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
244,244,0.89289218,,0.91283858,143.4,143.2,your,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
245,245,0.89289218,,0.91283858,143.7,143.4,place,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
246,246,0.89289218,,0.90940666,143.9,143.7,and,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
247,247,0.89289218,,0.86922884,144.4,143.9,also,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
248,248,0.89289218,,0.78053403,144.6,144.4,it,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
249,249,0.89289218,,0.75204617,144.8,144.6,was,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
250,250,0.89289218,,0.82435811,145.2,144.8,like,25,en-us,145.689617,,130.0,3.667,3.333,1.333,1.0,1.667,1.0,,130.0,3.667,4.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
251,251,0.91283858, if you,0.91283858,147.2,146.9,if,25,en-us,148.465898,,135.0,3.333,3.333,1.333,1.0,1.667,1.0,,135.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
252,252,0.91283858,,0.91283858,147.8,147.2,you,25,en-us,148.465898,,135.0,3.333,3.333,1.333,1.0,1.667,1.0,,135.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
253,253,0.91283858, listen your people first,0.91283858,150.2,149.7,listen,25,en-us,152.124175,,135.0,3.333,3.333,1.333,1.0,1.667,1.0,,135.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
254,254,0.91283858,,0.91283858,150.7,150.2,your,25,en-us,152.124175,,135.0,3.333,3.333,1.333,1.0,1.667,1.0,,135.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
255,255,0.91283858,,0.91283858,151.3,150.7,people,25,en-us,152.124175,,135.0,3.333,3.333,1.333,1.0,1.667,1.0,,135.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
256,256,0.91283858,,0.91283858,151.8,151.3,first,25,en-us,152.124175,,135.0,3.333,3.333,1.333,1.0,1.667,1.0,,135.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
257,257,0.88382757, it will be good so I think it's not good if we accept all yemenis gratuities at Jeju Island yeah,0.91283858,153.2,152.9,it,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
258,258,0.88382757,,0.91283858,153.3,153.2,will,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
259,259,0.88382757,,0.91283858,153.5,153.3,be,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
260,260,0.88382757,,0.91283858,153.9,153.5,good,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
261,261,0.88382757,,0.91283858,154.1,153.9,so,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
262,262,0.88382757,,0.91283858,154.2,154.1,I,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
263,263,0.88382757,,0.91283858,154.5,154.2,think,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
264,264,0.88382757,,0.91283858,154.7,154.5,it's,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
265,265,0.88382757,,0.91283858,155.0,154.7,not,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
266,266,0.88382757,,0.91283858,155.3,155.0,good,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
267,267,0.88382757,,0.91283858,155.7,155.3,if,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
268,268,0.88382757,,0.91283858,156.3,156.0,we,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
269,269,0.88382757,,0.91283858,156.7,156.3,accept,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
270,270,0.88382757,,0.91283858,157.0,156.7,all,25,en-us,162.056646,,140.0,3.333,3.0,1.333,1.0,2.0,1.0,,140.0,3.667,4.333,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
271,271,0.88382757,,0.91283858,157.7,157.0,yemenis,25,en-us,162.056646,,145.0,3.333,3.0,1.333,1.0,2.0,1.0,,145.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
272,272,0.88382757,,0.9089449,158.8,158.1,gratuities,25,en-us,162.056646,,145.0,3.333,3.0,1.333,1.0,2.0,1.0,,145.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
273,273,0.88382757,,0.72107804,159.1,159.0,at,25,en-us,162.056646,,145.0,3.333,3.0,1.333,1.0,2.0,1.0,,145.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
274,274,0.88382757,,0.90046251,159.5,159.1,Jeju,25,en-us,162.056646,,145.0,3.333,3.0,1.333,1.0,2.0,1.0,,145.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
275,275,0.88382757,,0.72689408,159.9,159.5,Island,25,en-us,162.056646,,145.0,3.333,3.0,1.333,1.0,2.0,1.0,,145.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
276,276,0.88382757,,0.72659075,161.1,160.6,yeah,25,en-us,162.056646,,145.0,3.333,3.0,1.333,1.0,2.0,1.0,,145.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
277,277,0.73828775, but I think do appropriate of the refugees in Korean butter with your vested actually is just 2.4% from 1994 the sin that the first time that Korea and South Korean government except the a refugee and but,0.91283858,163.1,162.6,but,26,en-us,187.824945,,145.0,3.333,3.0,1.333,1.0,2.0,1.0,,145.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
278,278,0.73828775,,0.91283858,164.1,164.0,I,26,en-us,187.824945,,150.0,3.333,3.0,1.333,1.0,2.0,1.0,,150.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
279,279,0.73828775,,0.91283858,164.6,164.1,think,26,en-us,187.824945,,150.0,3.333,3.0,1.333,1.0,2.0,1.0,,150.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
280,280,0.73828775,,0.91283858,165.2,164.6,do,26,en-us,187.824945,,150.0,3.333,3.0,1.333,1.0,2.0,1.0,,150.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
281,281,0.73828775,,0.91283858,166.6,165.3,appropriate,26,en-us,187.824945,,150.0,3.333,3.0,1.333,1.0,2.0,1.0,,150.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
282,282,0.73828775,,0.91283858,167.2,167.0,of,26,en-us,187.824945,,150.0,3.333,3.0,1.333,1.0,2.0,1.0,,150.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
283,283,0.73828775,,0.76511049,167.9,167.2,the,26,en-us,187.824945,,150.0,3.333,3.0,1.333,1.0,2.0,1.0,,150.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
284,284,0.73828775,,0.91283858,169.5,168.8,refugees,26,en-us,187.824945,,155.0,3.333,3.333,1.667,1.0,2.0,1.0,,155.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
285,285,0.73828775,,0.89017016,170.1,169.7,in,26,en-us,187.824945,,155.0,3.333,3.333,1.667,1.0,2.0,1.0,,155.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
286,286,0.73828775,,0.83582383,170.5,170.1,Korean,26,en-us,187.824945,,155.0,3.333,3.333,1.667,1.0,2.0,1.0,,155.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
287,287,0.73828775,,0.62871289,171.0,170.5,butter,26,en-us,187.824945,,155.0,3.333,3.333,1.667,1.0,2.0,1.0,,155.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
288,288,0.73828775,,0.85703105,171.3,171.0,with,26,en-us,187.824945,,155.0,3.333,3.333,1.667,1.0,2.0,1.0,,155.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
289,289,0.73828775,,0.73357815,171.5,171.3,your,26,en-us,187.824945,,155.0,3.333,3.333,1.667,1.0,2.0,1.0,,155.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
290,290,0.73828775,,0.72417086,172.2,171.5,vested,26,en-us,187.824945,,155.0,3.333,3.333,1.667,1.0,2.0,1.0,,155.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
291,291,0.73828775,,0.70908487,172.7,172.4,actually,26,en-us,187.824945,,155.0,3.333,3.333,1.667,1.0,2.0,1.0,,155.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
292,292,0.73828775,,0.67435491,173.0,172.7,is,26,en-us,187.824945,,155.0,3.333,3.333,1.667,1.0,2.0,1.0,,155.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
293,293,0.73828775,,0.54374671,173.5,173.0,just,26,en-us,187.824945,,155.0,3.333,3.333,1.667,1.0,2.0,1.0,,155.0,3.0,3.333,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
294,294,0.73828775,,0.91283858,175.1,174.5,2.40%,26,en-us,187.824945,,160.0,3.333,3.333,1.667,1.0,2.0,1.0,,160.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
295,295,0.73828775,,0.61572212,177.3,177.0,from,26,en-us,187.824945,,160.0,3.333,3.333,1.667,1.0,2.0,1.0,,160.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
296,296,0.73828775,,0.72368461,178.5,177.3,1994,26,en-us,187.824945,,160.0,3.333,3.333,1.667,1.0,2.0,1.0,,160.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
297,297,0.73828775,,0.91283858,179.0,178.9,the,26,en-us,187.824945,,160.0,3.333,3.333,1.667,1.0,2.0,1.0,,160.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
298,298,0.73828775,,0.7010861,179.2,179.0,sin,26,en-us,187.824945,,160.0,3.333,3.333,1.667,1.0,2.0,1.0,,160.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
299,299,0.73828775,,0.47693935,179.8,179.2,that,26,en-us,187.824945,,160.0,3.333,3.333,1.667,1.0,2.0,1.0,,160.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
300,300,0.73828775,,0.69569451,180.3,180.1,the,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
301,301,0.73828775,,0.76330459,180.6,180.3,first,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
302,302,0.73828775,,0.84288633,180.8,180.6,time,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
303,303,0.73828775,,0.43494505,181.2,180.8,that,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
304,304,0.73828775,,0.91283858,181.6,181.2,Korea,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
305,305,0.73828775,,0.48434266,181.7,181.6,and,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
306,306,0.73828775,,0.91283858,181.9,181.7,South,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
307,307,0.73828775,,0.71773797,182.1,181.9,Korean,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
308,308,0.73828775,,0.61459798,182.6,182.1,government,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
309,309,0.73828775,,0.72109181,182.9,182.6,except,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
310,310,0.73828775,,0.53281265,183.4,182.9,the,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
311,311,0.73828775,,0.34883893,184.0,183.8,a,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
312,312,0.73828775,,0.71773797,184.6,184.0,refugee,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
313,313,0.73828775,,0.57048285,185.9,185.3,and,26,en-us,187.824945,,165.0,3.333,3.333,1.667,1.0,2.0,1.0,,165.0,3.0,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
314,314,0.73828775,,0.69002849,187.1,186.6,but,26,en-us,187.824945,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
315,315,0.89703178, actually it's fun up to none up until now the government also consider walls of the South Korean citizens and by that by the consider that they are requirement already put their game in citizen I already miss traveler or citizen that want to come into Korean have to get some result before but so I think this,0.91283858,188.8,188.4,actually,26,en-us,218.10345,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
316,316,0.89703178,,0.91283858,189.0,188.8,it's,26,en-us,218.10345,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
317,317,0.89703178,,0.91283858,189.3,189.0,fun,26,en-us,218.10345,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
318,318,0.89703178,,0.91283858,189.6,189.3,up,26,en-us,218.10345,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
319,319,0.89703178,,0.91283858,189.8,189.6,to,26,en-us,218.10345,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
320,320,0.89703178,,0.91283858,190.2,189.8,none,26,en-us,218.10345,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
321,321,0.89703178,,0.91283858,190.4,190.2,up,26,en-us,218.10345,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
322,322,0.89703178,,0.91283858,190.7,190.4,until,26,en-us,218.10345,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
323,323,0.89703178,,0.91283858,191.2,190.7,now,26,en-us,218.10345,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
324,324,0.89703178,,0.91283858,191.7,191.3,the,26,en-us,218.10345,,170.0,3.333,3.333,1.667,1.0,2.333,1.0,,170.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
325,325,0.89703178,,0.91283858,192.3,191.7,government,26,en-us,218.10345,,175.0,3.333,3.333,1.667,1.0,2.333,1.0,,175.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
326,326,0.89703178,,0.91283858,193.5,192.3,also,26,en-us,218.10345,,175.0,3.333,3.333,1.667,1.0,2.333,1.0,,175.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
327,327,0.89703178,,0.91283858,194.6,193.5,consider,26,en-us,218.10345,,175.0,3.333,3.333,1.667,1.0,2.333,1.0,,175.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
328,328,0.89703178,,0.91283858,195.2,194.8,walls,26,en-us,218.10345,,175.0,3.333,3.333,1.667,1.0,2.333,1.0,,175.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
329,329,0.89703178,,0.91283858,195.7,195.2,of,26,en-us,218.10345,,175.0,3.333,3.333,1.667,1.0,2.333,1.0,,175.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
330,330,0.89703178,,0.91283858,196.1,196.0,the,26,en-us,218.10345,,175.0,3.333,3.333,1.667,1.0,2.333,1.0,,175.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
331,331,0.89703178,,0.91283858,196.3,196.1,South,26,en-us,218.10345,,175.0,3.333,3.333,1.667,1.0,2.333,1.0,,175.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
332,332,0.89703178,,0.91283858,196.5,196.3,Korean,26,en-us,218.10345,,175.0,3.333,3.333,1.667,1.0,2.333,1.0,,175.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
333,333,0.89703178,,0.91283858,197.2,196.5,citizens,26,en-us,218.10345,,175.0,3.333,3.333,1.667,1.0,2.333,1.0,,175.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
334,334,0.89703178,,0.91283858,198.6,197.7,and,26,en-us,218.10345,,175.0,3.333,3.333,1.667,1.0,2.333,1.0,,175.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
335,335,0.89703178,,0.91283858,198.8,198.6,by,26,en-us,218.10345,,180.0,3.333,3.333,1.667,1.0,2.333,1.0,,180.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
336,336,0.89703178,,0.91283858,199.3,198.8,that,26,en-us,218.10345,,180.0,3.333,3.333,1.667,1.0,2.333,1.0,,180.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
337,337,0.89703178,,0.91283858,199.8,199.3,by,26,en-us,218.10345,,180.0,3.333,3.333,1.667,1.0,2.333,1.0,,180.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
338,338,0.89703178,,0.91283858,200.2,200.0,the,26,en-us,218.10345,,180.0,3.333,3.333,1.667,1.0,2.333,1.0,,180.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
339,339,0.89703178,,0.91283858,200.6,200.2,consider,26,en-us,218.10345,,180.0,3.333,3.333,1.667,1.0,2.333,1.0,,180.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
340,340,0.89703178,,0.91283858,201.0,200.6,that,26,en-us,218.10345,,180.0,3.333,3.333,1.667,1.0,2.333,1.0,,180.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
341,341,0.89703178,,0.91283858,201.5,201.0,they,26,en-us,218.10345,,180.0,3.333,3.333,1.667,1.0,2.333,1.0,,180.0,2.667,3.0,1.333,1.0,2.667,1.0,,,,,,,,,,,,,,,,,
