seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
835,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,835.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
840,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,840.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
845,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,845.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
850,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,850.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
855,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,855.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
860,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,860.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
865,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,865.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
870,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,870.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
875,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,875.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
880,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,880.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
885,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,885.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
890,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,890.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,,,x,,,,,,,,,,,,x
895,4,4,3,3,1,1,1,,,x,,,,,,,,,,,,x,895.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
900,3,3,2,2,1,1,1,,,x,,,,,,,,,,,,x,900.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
905,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
