reult/alternative/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,reult/alternative/0/word/0/tartTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime
0.89703178,,0.91283858,209.3,209.2,or,26,en-us,218.10345
0.89703178,,0.73559022,209.8,209.3,citizen,26,en-us,218.10345
0.89703178,,0.88343602,210.2,209.8,that,26,en-us,218.10345
0.89703178,,0.85869282,210.9,210.5,want,26,en-us,218.10345
0.89703178,,0.79807329,211.4,210.9,to,26,en-us,218.10345
0.89703178,,0.91051292,211.9,211.6,come,26,en-us,218.10345
0.89703178,,0.87490582,212.2,211.9,into,26,en-us,218.10345
0.89703178,,0.91283858,212.8,212.2,Korean,26,en-us,218.10345
0.89703178,,0.91283858,213.2,212.9,have,26,en-us,218.10345
0.89703178,,0.90432912,213.3,213.2,to,26,en-us,218.10345
0.89703178,,0.91283858,213.5,213.3,get,26,en-us,218.10345
0.89703178,,0.91283858,213.7,213.5,some,26,en-us,218.10345
0.89703178,,0.91283858,214.3,213.7,result,26,en-us,218.10345
0.89703178,,0.77031446,215.0,214.4,before,26,en-us,218.10345
0.89703178,,0.87797582,216.6,216.1,but,26,en-us,218.10345
0.89703178,,0.81301302,217.2,216.8,so,26,en-us,218.10345
0.89703178,,0.91283858,217.3,217.2,I,26,en-us,218.10345
0.89703178,,0.79844368,217.6,217.3,think,26,en-us,218.10345
0.89703178,,0.8120032,217.9,217.6,this,26,en-us,218.10345
0.72600955, Ian have to get some result before but so I think this this is a liar easiest way for now to deal with this problem and about the signal for beer that you rest I think this studying that if Korean want to be in the Lea Archery internationalized Country or developed country we have or the government have,0.91283858,212.9,212.6,Ian,26,en-us,242.618916
0.72600955,,0.91283858,213.2,213.0,have,26,en-us,242.618916
0.72600955,,0.91283858,213.3,213.2,to,26,en-us,242.618916
0.72600955,,0.91283858,213.5,213.3,get,26,en-us,242.618916
0.72600955,,0.91283858,213.7,213.5,some,26,en-us,242.618916
0.72600955,,0.4043549,214.3,213.7,result,26,en-us,242.618916
0.72600955,,0.69471347,215.1,214.4,before,26,en-us,242.618916
0.72600955,,0.70138049,216.6,216.1,but,26,en-us,242.618916
0.72600955,,0.62145072,217.2,216.8,so,26,en-us,242.618916
0.72600955,,0.69230628,217.3,217.2,I,26,en-us,242.618916
0.72600955,,0.64395285,217.6,217.3,think,26,en-us,242.618916
0.72600955,,0.91283858,218.1,217.6,this,26,en-us,242.618916
0.72600955,,0.71866667,218.6,218.4,this,26,en-us,242.618916
0.72600955,,0.7228688,218.9,218.6,is,26,en-us,242.618916
0.72600955,,0.46216092,219.3,218.9,a,26,en-us,242.618916
0.72600955,,0.66950238,220.2,219.6,liar,26,en-us,242.618916
0.72600955,,0.80309922,220.7,220.2,easiest,26,en-us,242.618916
0.72600955,,0.64587349,221.0,220.7,way,26,en-us,242.618916
0.72600955,,0.66950256,221.2,221.0,for,26,en-us,242.618916
0.72600955,,0.61801714,221.5,221.2,now,26,en-us,242.618916
0.72600955,,0.61801696,222.1,221.5,to,26,en-us,242.618916
0.72600955,,0.79208773,223.0,222.7,deal,26,en-us,242.618916
0.72600955,,0.7261647,223.3,223.0,with,26,en-us,242.618916
0.72600955,,0.69698817,223.5,223.3,this,26,en-us,242.618916
0.72600955,,0.58706462,224.2,223.5,problem,26,en-us,242.618916
0.72600955,,0.42802811,225.4,224.7,and,26,en-us,242.618916
0.72600955,,0.91283858,225.9,225.7,about,26,en-us,242.618916
0.72600955,,0.91283858,226.1,225.9,the,26,en-us,242.618916
0.72600955,,0.84556013,226.5,226.1,signal,26,en-us,242.618916
0.72600955,,0.73689586,226.6,226.5,for,26,en-us,242.618916
0.72600955,,0.67891735,227.3,226.6,beer,26,en-us,242.618916
0.72600955,,0.81463492,228.4,228.1,that,26,en-us,242.618916
0.72600955,,0.44218606,229.0,228.4,you,26,en-us,242.618916
0.72600955,,0.71866661,229.6,229.0,rest,26,en-us,242.618916
0.72600955,,0.66950256,230.4,230.2,I,26,en-us,242.618916
0.72600955,,0.91283858,230.7,230.4,think,26,en-us,242.618916
0.72600955,,0.64180005,231.1,230.7,this,26,en-us,242.618916
0.72600955,,0.77237475,231.8,231.3,studying,26,en-us,242.618916
0.72600955,,0.55806756,232.3,231.8,that,26,en-us,242.618916
0.72600955,,0.60229945,232.8,232.3,if,26,en-us,242.618916
0.72600955,,0.88913316,233.9,233.4,Korean,26,en-us,242.618916
0.72600955,,0.91283858,234.3,233.9,want,26,en-us,242.618916
0.72600955,,0.7261647,234.4,234.3,to,26,en-us,242.618916
0.72600955,,0.70577276,234.7,234.4,be,26,en-us,242.618916
0.72600955,,0.63817412,235.1,234.7,in,26,en-us,242.618916
0.72600955,,0.91283858,235.4,235.2,the,26,en-us,242.618916
0.72600955,,0.61801714,235.7,235.4,Lea,26,en-us,242.618916
0.72600955,,0.91283858,236.2,235.7,Archery,26,en-us,242.618916
0.72600955,,0.88913316,237.3,236.2,internationalized,26,en-us,242.618916
0.72600955,,0.43226424,237.9,237.3,Country,26,en-us,242.618916
0.72600955,,0.91283858,238.1,238.0,or,26,en-us,242.618916
0.72600955,,0.84556013,238.5,238.1,developed,26,en-us,242.618916
0.72600955,,0.66950238,239.1,238.5,country,26,en-us,242.618916
0.72600955,,0.64180005,240.1,239.8,we,26,en-us,242.618916
0.72600955,,0.7228688,240.7,240.1,have,26,en-us,242.618916
0.72600955,,0.64700872,241.2,240.7,or,26,en-us,242.618916
0.72600955,,0.56282371,241.5,241.3,the,26,en-us,242.618916
0.72600955,,0.66950238,242.2,241.6,government,26,en-us,242.618916
0.72600955,,0.91283858,242.4,242.2,have,26,en-us,242.618916
0.8861838, this is a slider easiest way for now to deal with this problem and about the signal for beer that you rest I think this stating that if Korean want to be in the Lea Archery internationalized Country or developed country we have or the government's have to educate the currency teaching people how to living in a globalization work,0.91283858,218.6,218.3,this,26,en-us,247.900865
0.8861838,,0.91283858,218.8,218.6,is,26,en-us,247.900865
0.8861838,,0.91283858,219.3,218.8,a,26,en-us,247.900865
0.8861838,,0.91283858,220.1,219.4,slider,26,en-us,247.900865
0.8861838,,0.91283858,220.6,220.2,easiest,26,en-us,247.900865
0.8861838,,0.91283858,220.9,220.6,way,26,en-us,247.900865
0.8861838,,0.91283858,221.1,220.9,for,26,en-us,247.900865
0.8861838,,0.91283858,221.4,221.1,now,26,en-us,247.900865
0.8861838,,0.91283858,222.1,221.4,to,26,en-us,247.900865
0.8861838,,0.91283858,222.9,222.6,deal,26,en-us,247.900865
0.8861838,,0.91283858,223.2,222.9,with,26,en-us,247.900865
0.8861838,,0.91283858,223.5,223.2,this,26,en-us,247.900865
0.8861838,,0.91283858,224.2,223.5,problem,26,en-us,247.900865
0.8861838,,0.91283858,225.3,224.7,and,26,en-us,247.900865
0.8861838,,0.91283858,225.9,225.6,about,26,en-us,247.900865
0.8861838,,0.91283858,226.0,225.9,the,26,en-us,247.900865
0.8861838,,0.91283858,226.4,226.0,signal,26,en-us,247.900865
0.8861838,,0.91283858,226.6,226.4,for,26,en-us,247.900865
0.8861838,,0.91283858,227.2,226.6,beer,26,en-us,247.900865
0.8861838,,0.91283858,228.4,228.0,that,26,en-us,247.900865
0.8861838,,0.91283858,228.9,228.4,you,26,en-us,247.900865
0.8861838,,0.91283858,229.5,228.9,rest,26,en-us,247.900865
0.8861838,,0.91283858,230.3,230.1,I,26,en-us,247.900865
0.8861838,,0.91283858,230.7,230.3,think,26,en-us,247.900865
0.8861838,,0.91283858,231.0,230.7,this,26,en-us,247.900865
0.8861838,,0.91283858,231.8,231.2,stating,26,en-us,247.900865
0.8861838,,0.91283858,232.2,231.8,that,26,en-us,247.900865
0.8861838,,0.91283858,232.7,232.3,if,26,en-us,247.900865
0.8861838,,0.91283858,233.9,233.3,Korean,26,en-us,247.900865
0.8861838,,0.91283858,234.2,233.9,want,26,en-us,247.900865
0.8861838,,0.91283858,234.3,234.2,to,26,en-us,247.900865
0.8861838,,0.91283858,234.6,234.3,be,26,en-us,247.900865
0.8861838,,0.91283858,235.0,234.6,in,26,en-us,247.900865
0.8861838,,0.91283858,235.3,235.1,the,26,en-us,247.900865
0.8861838,,0.91283858,235.6,235.3,Lea,26,en-us,247.900865
0.8861838,,0.91283858,236.1,235.6,Archery,26,en-us,247.900865
0.8861838,,0.91283858,237.3,236.1,internationalized,26,en-us,247.900865
0.8861838,,0.91283858,237.9,237.3,Country,26,en-us,247.900865
0.8861838,,0.91283858,238.1,237.9,or,26,en-us,247.900865
0.8861838,,0.91283858,238.4,238.1,developed,26,en-us,247.900865
0.8861838,,0.91283858,239.0,238.4,country,26,en-us,247.900865
0.8861838,,0.91283858,240.0,239.7,we,26,en-us,247.900865
0.8861838,,0.91283858,240.6,240.0,have,26,en-us,247.900865
0.8861838,,0.91283858,241.2,240.6,or,26,en-us,247.900865
0.8861838,,0.72906774,241.5,241.2,the,26,en-us,247.900865
0.8861838,,0.72826958,242.1,241.5,government's,26,en-us,247.900865
0.8861838,,0.91283858,242.4,242.1,have,26,en-us,247.900865
0.8861838,,0.91283858,242.5,242.4,to,26,en-us,247.900865
0.8861838,,0.79639423,243.0,242.5,educate,26,en-us,247.900865
0.8861838,,0.71440136,243.4,243.0,the,26,en-us,247.900865
0.8861838,,0.91283858,243.9,243.5,currency,26,en-us,247.900865
0.8861838,,0.91283858,244.2,243.9,teaching,26,en-us,247.900865
0.8861838,,0.73535389,244.7,244.2,people,26,en-us,247.900865
0.8861838,,0.77017117,245.0,244.7,how,26,en-us,247.900865
0.8861838,,0.72071189,245.3,245.0,to,26,en-us,247.900865
0.8861838,,0.8380717,245.9,245.3,living,26,en-us,247.900865
0.8861838,,0.91283858,246.3,246.1,in,26,en-us,247.900865
0.8861838,,0.91283858,246.3,246.3,a,26,en-us,247.900865
0.8861838,,0.76761067,247.1,246.3,globalization,26,en-us,247.900865
0.8861838,,0.72906238,247.6,247.1,work,26,en-us,247.900865
0.74775738, the characters currency to seven people how to living in a globalization work,0.91283858,242.7,242.7,the,26,en-us,247.910888
0.74775738,,0.91283858,243.5,242.7,characters,26,en-us,247.910888
0.74775738,,0.91283858,243.9,243.5,currency,26,en-us,247.910888
0.74775738,,0.67716593,244.0,243.9,to,26,en-us,247.910888
0.74775738,,0.4849295,244.2,244.0,seven,26,en-us,247.910888
0.74775738,,0.63297325,244.7,244.2,people,26,en-us,247.910888
0.74775738,,0.70890433,245.0,244.7,how,26,en-us,247.910888
0.74775738,,0.56794274,245.3,245.0,to,26,en-us,247.910888
0.74775738,,0.72532189,245.9,245.3,living,26,en-us,247.910888
0.74775738,,0.91283858,246.3,246.1,in,26,en-us,247.910888
0.74775738,,0.91283858,246.3,246.3,a,26,en-us,247.910888
0.74775738,,0.70601994,247.1,246.3,globalization,26,en-us,247.910888
0.74775738,,0.65339518,247.5,247.1,work,26,en-us,247.910888
0.83865958, nothing can guarantee about Korean citizens life security and I think also is like the Privacy also so I think so yeah I also accept that for this comment about a researcher is and also the some highlighter for receive other citizenship of South Korea and but I think,0.91283858,320.1,319.7,nothing,26,en-us,349.470663
0.83865958,,0.91283858,320.3,320.1,can,26,en-us,349.470663
0.83865958,,0.91283858,321.2,320.3,guarantee,26,en-us,349.470663
0.83865958,,0.91283858,322.6,321.8,about,26,en-us,349.470663
0.83865958,,0.91283858,323.3,322.6,Korean,26,en-us,349.470663
0.83865958,,0.91283858,324.1,323.3,citizens,26,en-us,349.470663
0.83865958,,0.85236222,325.4,324.8,life,26,en-us,349.470663
0.83865958,,0.91283858,327.5,326.6,security,26,en-us,349.470663
0.83865958,,0.91283858,328.7,328.0,and,26,en-us,349.470663
0.83865958,,0.91283858,329.3,329.2,I,26,en-us,349.470663
0.83865958,,0.89904416,329.5,329.3,think,26,en-us,349.470663
0.83865958,,0.91283858,329.9,329.5,also,26,en-us,349.470663
0.83865958,,0.91283858,330.1,329.9,is,26,en-us,349.470663
0.83865958,,0.91283858,330.7,330.1,like,26,en-us,349.470663
0.83865958,,0.91283858,331.1,331.0,the,26,en-us,349.470663
0.83865958,,0.91283858,331.7,331.1,Privacy,26,en-us,349.470663
0.83865958,,0.91283858,332.1,331.7,also,26,en-us,349.470663
0.83865958,,0.91283858,333.1,332.9,so,26,en-us,349.470663
0.83865958,,0.91283858,333.1,333.1,I,26,en-us,349.470663
0.83865958,,0.91142184,333.5,333.1,think,26,en-us,349.470663
0.83865958,,0.91283858,333.6,333.5,so,26,en-us,349.470663
0.83865958,,0.85236251,335.3,334.8,yeah,26,en-us,349.470663
0.83865958,,0.85236222,336.2,336.2,I,26,en-us,349.470663
0.83865958,,0.90566105,336.9,336.2,also,26,en-us,349.470663
0.83865958,,0.91283858,337.4,337.0,accept,26,en-us,349.470663
0.83865958,,0.87760603,337.8,337.4,that,26,en-us,349.470663
0.83865958,,0.88928521,338.8,338.2,for,26,en-us,349.470663
0.83865958,,0.903332,339.3,338.9,this,26,en-us,349.470663
0.83865958,,0.91283858,339.6,339.3,comment,26,en-us,349.470663
0.83865958,,0.86632216,339.9,339.6,about,26,en-us,349.470663
0.83865958,,0.64194387,340.0,339.9,a,26,en-us,349.470663
0.83865958,,0.51617509,340.7,340.0,researcher,26,en-us,349.470663
0.83865958,,0.7076214,341.5,341.2,is,26,en-us,349.470663
0.83865958,,0.91283858,342.2,341.9,and,26,en-us,349.470663
0.83865958,,0.70745873,342.4,342.2,also,26,en-us,349.470663
0.83865958,,0.62602156,342.7,342.4,the,26,en-us,349.470663
0.83865958,,0.83551055,343.0,342.7,some,26,en-us,349.470663
0.83865958,,0.75904882,343.8,343.0,highlighter,26,en-us,349.470663
0.83865958,,0.91283858,344.2,344.0,for,26,en-us,349.470663
0.83865958,,0.91283858,344.5,344.2,receive,26,en-us,349.470663
0.83865958,,0.75759441,344.9,344.5,other,26,en-us,349.470663
0.83865958,,0.91283858,345.6,344.9,citizenship,26,en-us,349.470663
0.83865958,,0.68541759,345.9,345.6,of,26,en-us,349.470663
0.83865958,,0.91283858,346.2,345.9,South,26,en-us,349.470663
0.83865958,,0.7050525,346.7,346.2,Korea,26,en-us,349.470663
0.83865958,,0.50124723,347.5,347.3,and,26,en-us,349.470663
0.83865958,,0.70943457,348.1,347.5,but,26,en-us,349.470663
0.83865958,,0.72854984,348.5,348.4,I,26,en-us,349.470663
0.83865958,,0.58252865,349.3,348.5,think,26,en-us,349.470663
0.69623005, I also accept that for just comment about the wizard is and also the some highlighter for receive other citizenship of South Koreans and but I think for the South Korean so policy of accepting refugees is also already rigorous for that because of the place of acceptance is just only 2%,0.91283858,336.2,336.1,I,26,en-us,364.564813
0.69623005,,0.91283858,336.9,336.2,also,26,en-us,364.564813
0.69623005,,0.91283858,337.3,336.9,accept,26,en-us,364.564813
0.69623005,,0.91283858,337.8,337.3,that,26,en-us,364.564813
0.69623005,,0.91283858,338.8,338.2,for,26,en-us,364.564813
0.69623005,,0.91283858,339.3,338.9,just,26,en-us,364.564813
0.69623005,,0.91283858,339.6,339.3,comment,26,en-us,364.564813
0.69623005,,0.91283858,339.9,339.6,about,26,en-us,364.564813
0.69623005,,0.91283858,340.0,339.9,the,26,en-us,364.564813
0.69623005,,0.35665983,340.6,340.0,wizard,26,en-us,364.564813
0.69623005,,0.67025751,341.5,341.1,is,26,en-us,364.564813
0.69623005,,0.91283858,342.1,341.9,and,26,en-us,364.564813
0.69623005,,0.65083873,342.4,342.1,also,26,en-us,364.564813
0.69623005,,0.50123173,342.7,342.4,the,26,en-us,364.564813
0.69623005,,0.91283858,343.0,342.7,some,26,en-us,364.564813
0.69623005,,0.72680205,343.8,343.0,highlighter,26,en-us,364.564813
0.69623005,,0.91283858,344.2,344.0,for,26,en-us,364.564813
0.69623005,,0.91283858,344.5,344.2,receive,26,en-us,364.564813
0.69623005,,0.70607001,344.8,344.5,other,26,en-us,364.564813
0.69623005,,0.91283858,345.6,344.8,citizenship,26,en-us,364.564813
0.69623005,,0.54212427,345.9,345.6,of,26,en-us,364.564813
0.69623005,,0.91283858,346.2,345.9,South,26,en-us,364.564813
0.69623005,,0.41038406,346.8,346.2,Koreans,26,en-us,364.564813
0.69623005,,0.44903708,347.6,347.2,and,26,en-us,364.564813
0.69623005,,0.62882912,348.0,347.6,but,26,en-us,364.564813
0.69623005,,0.65014446,348.5,348.4,I,26,en-us,364.564813
0.69623005,,0.36912432,349.3,348.5,think,26,en-us,364.564813
0.69623005,,0.66403478,350.6,350.2,for,26,en-us,364.564813
0.69623005,,0.68655872,350.8,350.6,the,26,en-us,364.564813
0.69623005,,0.91283858,351.1,350.8,South,26,en-us,364.564813
0.69623005,,0.49164841,351.5,351.1,Korean,26,en-us,364.564813
0.69623005,,0.47046369,352.1,351.5,so,26,en-us,364.564813
0.69623005,,0.63209915,353.1,352.4,policy,26,en-us,364.564813
0.69623005,,0.91283858,353.4,353.1,of,26,en-us,364.564813
0.69623005,,0.57996124,354.0,353.4,accepting,26,en-us,364.564813
0.69623005,,0.40961748,354.8,354.0,refugees,26,en-us,364.564813
0.69623005,,0.55063528,357.7,357.4,is,26,en-us,364.564813
0.69623005,,0.49555522,359.0,358.4,also,26,en-us,364.564813
0.69623005,,0.5212602,359.4,359.0,already,26,en-us,364.564813
0.69623005,,0.86225563,360.0,359.4,rigorous,26,en-us,364.564813
0.69623005,,0.91283858,360.1,360.0,for,26,en-us,364.564813
0.69623005,,0.6246627,360.3,360.1,that,26,en-us,364.564813
0.69623005,,0.54591686,360.8,360.3,because,26,en-us,364.564813
0.69623005,,0.91283858,360.8,360.8,of,26,en-us,364.564813
0.69623005,,0.60869521,361.1,360.8,the,26,en-us,364.564813
0.69623005,,0.81004202,361.6,361.1,place,26,en-us,364.564813
0.69623005,,0.54591686,362.0,361.6,of,26,en-us,364.564813
0.69623005,,0.56462747,362.8,362.3,acceptance,26,en-us,364.564813
0.69623005,,0.60869515,363.0,362.8,is,26,en-us,364.564813
0.69623005,,0.42256579,363.2,363.0,just,26,en-us,364.564813
0.69623005,,0.59102839,363.5,363.2,only,26,en-us,364.564813
0.69623005,,0.5122872,364.3,363.5,2%,26,en-us,364.564813
0.82129508, Florida to South Korea to policy of accepting a refugee is on is also already rigorous for that because of the rest of accepting it just only 2%,0.88718295,350.6,350.2,Florida,26,en-us,364.725175
0.82129508,,0.88718319,350.8,350.6,to,26,en-us,364.725175
0.82129508,,0.91283858,351.1,350.8,South,26,en-us,364.725175
0.82129508,,0.91283858,351.5,351.1,Korea,26,en-us,364.725175
0.82129508,,0.91283858,352.2,351.5,to,26,en-us,364.725175
0.82129508,,0.91283858,353.1,352.5,policy,26,en-us,364.725175
0.82129508,,0.91283858,353.4,353.1,of,26,en-us,364.725175
0.82129508,,0.91283858,353.9,353.4,accepting,26,en-us,364.725175
0.82129508,,0.91283858,354.0,353.9,a,26,en-us,364.725175
0.82129508,,0.91283858,354.5,354.0,refugee,26,en-us,364.725175
0.82129508,,0.91283858,354.8,354.5,is,26,en-us,364.725175
0.82129508,,0.91021752,356.6,356.0,on,26,en-us,364.725175
0.82129508,,0.91283858,357.7,357.4,is,26,en-us,364.725175
0.82129508,,0.91283858,359.0,358.5,also,26,en-us,364.725175
0.82129508,,0.91283858,359.4,359.0,already,26,en-us,364.725175
0.82129508,,0.91283858,360.0,359.4,rigorous,26,en-us,364.725175
0.82129508,,0.91283858,360.1,360.0,for,26,en-us,364.725175
0.82129508,,0.91283858,360.3,360.1,that,26,en-us,364.725175
0.82129508,,0.91283858,360.7,360.3,because,26,en-us,364.725175
0.82129508,,0.91283858,360.9,360.7,of,26,en-us,364.725175
0.82129508,,0.91283858,361.3,360.9,the,26,en-us,364.725175
0.82129508,,0.47498533,361.6,361.3,rest,26,en-us,364.725175
0.82129508,,0.69688165,362.0,361.6,of,26,en-us,364.725175
0.82129508,,0.47498539,362.8,362.3,accepting,26,en-us,364.725175
0.82129508,,0.4749853,363.0,362.8,it,26,en-us,364.725175
0.82129508,,0.57924885,363.2,363.0,just,26,en-us,364.725175
0.82129508,,0.63664061,363.5,363.2,only,26,en-us,364.725175
0.82129508,,0.54285705,364.3,363.5,2%,26,en-us,364.725175
0.77359784, from there over ten thousand Thirty thousands of people to apply for energy but cannot expect but get the rejection from that and by racing there are there are some requests of petition from the citizens of to the Blue House of Korean and I think the government now considering that to give more deliberate,0.728149,367.4,367.0,from,26,en-us,395.855607
0.77359784,,0.84220564,368.0,367.4,there,26,en-us,395.855607
0.77359784,,0.75994682,368.8,368.2,over,26,en-us,395.855607
0.77359784,,0.69098639,369.3,368.8,ten,26,en-us,395.855607
0.77359784,,0.68992138,369.8,369.3,thousand,26,en-us,395.855607
0.77359784,,0.69098645,370.7,370.3,Thirty,26,en-us,395.855607
0.77359784,,0.91283858,371.2,370.7,thousands,26,en-us,395.855607
0.77359784,,0.90562707,371.5,371.2,of,26,en-us,395.855607
0.77359784,,0.91283858,371.9,371.5,people,26,en-us,395.855607
0.77359784,,0.85110331,372.2,371.9,to,26,en-us,395.855607
0.77359784,,0.72603053,372.9,372.2,apply,26,en-us,395.855607
0.77359784,,0.68382525,373.3,373.1,for,26,en-us,395.855607
0.77359784,,0.87114817,373.6,373.3,energy,26,en-us,395.855607
0.77359784,,0.72453594,374.0,373.6,but,26,en-us,395.855607
0.77359784,,0.72721159,374.3,374.0,cannot,26,en-us,395.855607
0.77359784,,0.67539519,374.8,374.3,expect,26,en-us,395.855607
0.77359784,,0.72177404,375.1,374.8,but,26,en-us,395.855607
0.77359784,,0.91283858,375.3,375.1,get,26,en-us,395.855607
0.77359784,,0.91283858,375.4,375.3,the,26,en-us,395.855607
0.77359784,,0.75311053,376.0,375.4,rejection,26,en-us,395.855607
0.77359784,,0.70125508,376.1,376.0,from,26,en-us,395.855607
0.77359784,,0.70615065,376.7,376.1,that,26,en-us,395.855607
0.77359784,,0.71228409,377.9,377.0,and,26,en-us,395.855607
0.77359784,,0.68188518,379.0,378.4,by,26,en-us,395.855607
0.77359784,,0.91283858,379.6,379.1,racing,26,en-us,395.855607
0.77359784,,0.74205756,379.9,379.6,there,26,en-us,395.855607
0.77359784,,0.72446585,380.0,379.9,are,26,en-us,395.855607
0.77359784,,0.91283858,380.2,380.0,there,26,en-us,395.855607
0.77359784,,0.91283858,380.3,380.2,are,26,en-us,395.855607
0.77359784,,0.65231711,380.9,380.3,some,26,en-us,395.855607
0.77359784,,0.91283858,381.5,381.0,requests,26,en-us,395.855607
0.77359784,,0.69683534,382.1,381.5,of,26,en-us,395.855607
0.77359784,,0.81529194,383.4,382.7,petition,26,en-us,395.855607
0.77359784,,0.71770644,383.7,383.4,from,26,en-us,395.855607
0.77359784,,0.70125508,383.9,383.7,the,26,en-us,395.855607
0.77359784,,0.84061307,384.6,383.9,citizens,26,en-us,395.855607
0.77359784,,0.5534541,385.3,384.8,of,26,en-us,395.855607
0.77359784,,0.91283858,385.5,385.3,to,26,en-us,395.855607
0.77359784,,0.91283858,385.7,385.5,the,26,en-us,395.855607
0.77359784,,0.91283858,385.9,385.7,Blue,26,en-us,395.855607
0.77359784,,0.72446585,386.5,385.9,House,26,en-us,395.855607
0.77359784,,0.77684915,387.1,386.9,of,26,en-us,395.855607
0.77359784,,0.91283858,387.7,387.1,Korean,26,en-us,395.855607
0.77359784,,0.5853442,388.6,387.7,and,26,en-us,395.855607
0.77359784,,0.7177065,389.3,389.1,I,26,en-us,395.855607
0.77359784,,0.91283858,389.9,389.3,think,26,en-us,395.855607
0.77359784,,0.76172066,390.0,389.9,the,26,en-us,395.855607
0.77359784,,0.66485208,390.9,390.0,government,26,en-us,395.855607
0.77359784,,0.72446585,391.4,391.1,now,26,en-us,395.855607
0.77359784,,0.72446591,392.1,391.4,considering,26,en-us,395.855607
0.77359784,,0.6187675,392.5,392.1,that,26,en-us,395.855607
0.77359784,,0.68788755,393.1,392.5,to,26,en-us,395.855607
0.77359784,,0.88876539,394.1,393.7,give,26,en-us,395.855607
0.77359784,,0.76647216,394.5,394.1,more,26,en-us,395.855607
0.77359784,,0.75170249,395.5,394.5,deliberate,26,en-us,395.855607
0.71053022," from there over 10,000 30 thousands of people to apply for really see but cannot expect but get the rejection from that and by raising the rear there are some requests or petition from the citizens of to the Blue House of Korean and I think the government now considering that to give more deliberate",0.91283858,367.4,367.0,from,26,en-us,395.875652
0.71053022,,0.91283858,367.9,367.4,there,26,en-us,395.875652
0.71053022,,0.88411057,368.9,368.3,over,26,en-us,395.875652
0.71053022,,0.47219944,369.9,368.9,"10,000",26,en-us,395.875652
0.71053022,,0.47577569,370.7,370.3,30,26,en-us,395.875652
0.71053022,,0.80512893,371.3,370.7,thousands,26,en-us,395.875652
0.71053022,,0.91283858,371.5,371.3,of,26,en-us,395.875652
0.71053022,,0.86055458,371.9,371.5,people,26,en-us,395.875652
0.71053022,,0.79180962,372.2,371.9,to,26,en-us,395.875652
0.71053022,,0.61588883,372.9,372.2,apply,26,en-us,395.875652
0.71053022,,0.40228921,373.3,373.1,for,26,en-us,395.875652
0.71053022,,0.90766335,373.5,373.3,really,26,en-us,395.875652
0.71053022,,0.72863597,373.6,373.5,see,26,en-us,395.875652
0.71053022,,0.63223523,374.0,373.6,but,26,en-us,395.875652
0.71053022,,0.74739414,374.4,374.0,cannot,26,en-us,395.875652
0.71053022,,0.70939058,374.8,374.4,expect,26,en-us,395.875652
0.71053022,,0.71918237,375.1,374.8,but,26,en-us,395.875652
0.71053022,,0.91283858,375.3,375.1,get,26,en-us,395.875652
0.71053022,,0.72908169,375.5,375.3,the,26,en-us,395.875652
0.71053022,,0.72613293,376.0,375.5,rejection,26,en-us,395.875652
0.71053022,,0.68892133,376.2,376.0,from,26,en-us,395.875652
0.71053022,,0.68378633,376.7,376.2,that,26,en-us,395.875652
0.71053022,,0.63745791,378.0,377.1,and,26,en-us,395.875652
0.71053022,,0.59511566,379.1,378.4,by,26,en-us,395.875652
0.71053022,,0.55847126,379.7,379.1,raising,26,en-us,395.875652
0.71053022,,0.61044848,379.8,379.7,the,26,en-us,395.875652
0.71053022,,0.58642161,380.0,379.8,rear,26,en-us,395.875652
0.71053022,,0.91283858,380.2,380.0,there,26,en-us,395.875652
0.71053022,,0.60178,380.3,380.2,are,26,en-us,395.875652
0.71053022,,0.60696721,380.9,380.3,some,26,en-us,395.875652
0.71053022,,0.86215276,381.5,381.1,requests,26,en-us,395.875652
0.71053022,,0.56796968,382.0,381.5,or,26,en-us,395.875652
0.71053022,,0.7449646,383.4,382.8,petition,26,en-us,395.875652
0.71053022,,0.66414201,383.7,383.4,from,26,en-us,395.875652
0.71053022,,0.61172521,383.9,383.7,the,26,en-us,395.875652
0.71053022,,0.8269785,384.6,383.9,citizens,26,en-us,395.875652
0.71053022,,0.41447684,385.3,384.7,of,26,en-us,395.875652
0.71053022,,0.7169587,385.5,385.3,to,26,en-us,395.875652
0.71053022,,0.91283858,385.7,385.5,the,26,en-us,395.875652
0.71053022,,0.91283858,386.0,385.7,Blue,26,en-us,395.875652
0.71053022,,0.687949,386.5,386.0,House,26,en-us,395.875652
0.71053022,,0.91283858,387.1,387.0,of,26,en-us,395.875652
0.71053022,,0.85816419,387.7,387.1,Korean,26,en-us,395.875652
0.71053022,,0.388895,388.6,387.7,and,26,en-us,395.875652
0.71053022,,0.66414201,389.3,389.2,I,26,en-us,395.875652
0.71053022,,0.91283858,389.9,389.3,think,26,en-us,395.875652
0.71053022,,0.91283858,390.0,389.9,the,26,en-us,395.875652
0.71053022,,0.55594844,391.0,390.0,government,26,en-us,395.875652
0.71053022,,0.66448957,391.4,391.1,now,26,en-us,395.875652
0.71053022,,0.67690319,392.1,391.4,considering,26,en-us,395.875652
0.71053022,,0.45808905,392.5,392.1,that,26,en-us,395.875652
